GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048545	response to steroid hormone	3.464212554698898e-7	3.464212554698898e-7	+1	ARID1A,RB1,CTNNB1,RUNX1,IDH1,CRIPAK,AR,BRCA1,FOXA1,EP300,CBFB,NCOR1
GO:0008213	protein alkylation	5.080204233095212e-7	5.080204233095212e-7	+1	CTNNB1,KDM6A,TET2,ATRX,BRCA1,HIST1H1C,SETD2,SMAD4,NSD1,EZH2
GO:0006479	protein methylation	5.080204233095212e-7	5.080204233095212e-7	+1	CTNNB1,KDM6A,TET2,ATRX,BRCA1,HIST1H1C,SETD2,SMAD4,NSD1,EZH2
GO:0071383	cellular response to steroid hormone stimulus	5.705794551061592e-7	5.705794551061592e-7	+1	ARID1A,RB1,CTNNB1,RUNX1,CRIPAK,AR,BRCA1,FOXA1,EP300,CBFB,NCOR1
GO:0031647	regulation of protein stability	8.551130108858296e-7	8.551130108858296e-7	+1	PTEN,VHL,KRAS,PIK3R1,CDKN2A,FBXW7,CHEK2,EP300,USP9X,SOX17,CDKN1A,TAF1,RPL5
GO:0090068	positive regulation of cell cycle process	8.938822010071613e-7	8.938822010071613e-7	+1	TP53,RB1,NPM1,ATM,CDKN1B,ATRX,BRCA1,CHEK2,EP300,CCND1,CDKN1A,RAD21,EZH2
GO:0006333	chromatin assembly or disassembly	0.000001044713344926527	0.000001044713344926527	+1	TP53,ARID1A,PBRM1,CDKN2A,CTCF,NPM1,SOX9,ATRX,HIST1H1C,HIST1H2BD,H3F3C
GO:0030330	DNA damage response, signal transduction by p53 class mediator	0.0000011601497949849923	0.0000011601497949849923	+1	TP53,ATM,CDKN1B,ATRX,BRCA1,CHEK2,EP300,CDKN1A,ATR
GO:0033045	regulation of sister chromatid segregation	0.0000014756233778863858	0.0000014756233778863858	+1	APC,RB1,CTNNB1,CTCF,ATM,ATRX,AXIN2,RAD21
GO:0009755	hormone-mediated signaling pathway	0.0000014788239259433228	0.0000014788239259433228	+1	ARID1A,RB1,CTNNB1,RUNX1,CRIPAK,AR,BRCA1,FOXA1,EP300,CBFB,NCOR1
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	0.0000016248198516737088	0.0000016248198516737088	+1	PIK3CA,PIK3R1,FLT3,PIK3CG,SOX9,HGF,KIT,PDGFRA
GO:0032876	negative regulation of DNA endoreduplication	0.0000016484940173896019	0.0000016484940173896019	+1	FBXW7,STAG2,SMC1A,SMC3
GO:0034502	protein localization to chromosome	0.0000017806332681226903	0.0000017806332681226903	+1	RB1,CTCF,ATM,ATRX,SETD2,BRCA2,ATR,RAD21
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.0000018511194115386418	0.0000018511194115386418	+1	TP53,PTEN,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0043414	macromolecule methylation	0.0000018793987385387371	0.0000018793987385387371	+1	CTNNB1,DNMT3A,KDM6A,WT1,TET2,ATRX,BRCA1,HIST1H1C,SETD2,SMAD4,NSD1,EZH2
GO:0007389	pattern specification process	0.0000018793987385387371	0.0000018793987385387371	+1	APC,NOTCH1,TBX3,WT1,ERBB4,FGFR2,FOXA2,TGFBR2,SOX17,ACVR1B,ACVR2A,SMAD2
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.000001936253019816264	0.000001936253019816264	+1	PTEN,APC,CDKN2A,CEBPA,CDKN1B,CCND1,CDKN1A,CDKN2C
GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.0000021082172893456177	0.0000021082172893456177	+1	EGFR,NOTCH1,FBXW7,FLT3,BRAF,ERBB4,KIT,PDGFRA,FGFR2,FGFR3,PTPN11
GO:0098813	nuclear chromosome segregation	0.0000021444041115810607	0.0000021444041115810607	+1	APC,RB1,FBXW7,CTNNB1,CTCF,STAG2,ATM,ATRX,SMC1A,SMC3,AXIN2,RAD21
GO:0048863	stem cell differentiation	0.0000022264166913361116	0.0000022264166913361116	+1	GATA3,NOTCH1,RUNX1,SOX9,ERBB4,KIT,SETD2,PDGFRA,FGFR2,CBFB
GO:0007548	sex differentiation	0.000002645688728714964	0.000002645688728714964	+1	GATA3,TBX3,AR,SOX9,WT1,KIT,PDGFRA,BRCA2,PTPN11
GO:1902807	negative regulation of cell cycle G1/S phase transition	0.000002645688728714964	0.000002645688728714964	+1	TP53,PTEN,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0044786	cell cycle DNA replication	0.0000027978538243605838	0.0000027978538243605838	+1	FBXW7,STAG2,ATRX,CHEK2,BRCA2,SMC1A,SMC3
GO:0048608	reproductive structure development	0.000002997343738080094	0.000002997343738080094	+1	GATA3,TBX3,AR,SOX9,WT1,KIT,PDGFRA,FGFR2,BRCA2,PTPN11
GO:0061458	reproductive system development	0.000002997343738080094	0.000002997343738080094	+1	GATA3,TBX3,AR,SOX9,WT1,KIT,PDGFRA,FGFR2,BRCA2,PTPN11
GO:0007569	cell aging	0.000003010821471944302	0.000003010821471944302	+1	TP53,CDKN2A,NPM1,TBX3,ATM,CHEK2,CDKN1A,ATR
GO:1904029	regulation of cyclin-dependent protein kinase activity	0.000003010821471944302	0.000003010821471944302	+1	PTEN,APC,CDKN2A,CEBPA,CDKN1B,CCND1,CDKN1A,CDKN2C
GO:0000082	G1/S transition of mitotic cell cycle	0.0000031566009853148088	0.0000031566009853148088	+1	TP53,PTEN,CDKN2A,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A,ACVR1B,CDKN2C
GO:0032259	methylation	0.0000032871455918372706	0.0000032871455918372706	+1	CTNNB1,DNMT3A,KDM6A,WT1,TET2,ATRX,BRCA1,HIST1H1C,SETD2,SMAD4,NSD1,EZH2
GO:0008156	negative regulation of DNA replication	0.0000033327924609113044	0.0000033327924609113044	+1	FBXW7,STAG2,CHEK2,ATR,SMC1A,SMC3
GO:0007568	aging	0.0000034582012521791454	0.0000034582012521791454	+1	TP53,CDKN2A,NPM1,TBX3,ATM,LRRK2,CHEK2,CDKN1A,ATR
GO:0018108	peptidyl-tyrosine phosphorylation	0.000003915595078720115	0.000003915595078720115	+1	TP53,EGFR,FBXW7,FLT3,EPHA3,HGF,ERBB4,KIT,PDGFRA,FGFR2,FGFR3,PPP2R1A
GO:1901796	regulation of signal transduction by p53 class mediator	0.000003985000606024368	0.000003985000606024368	+1	TP53,STK11,AKT1,ATM,CHEK2,EP300,TAF1,ATR,RPL5
GO:0060070	canonical Wnt signaling pathway	0.000004431216486315411	0.000004431216486315411	+1	PTEN,APC,EGFR,GATA3,CTNNB1,STK11,SOX9,LRRK2,FGFR2,SOX17,TBL1XR1,AXIN2
GO:0018212	peptidyl-tyrosine modification	0.000004431216486315411	0.000004431216486315411	+1	TP53,EGFR,FBXW7,FLT3,EPHA3,HGF,ERBB4,KIT,PDGFRA,FGFR2,FGFR3,PPP2R1A
GO:1901988	negative regulation of cell cycle phase transition	0.000004846808718357132	0.000004846808718357132	+1	TP53,PTEN,APC,RB1,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A
GO:0032875	regulation of DNA endoreduplication	0.000005197975996393909	0.000005197975996393909	+1	FBXW7,STAG2,SMC1A,SMC3
GO:0000075	cell cycle checkpoint	0.000005554892037444751	0.000005554892037444751	+1	TP53,APC,RB1,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A,ATR
GO:0034728	nucleosome organization	0.000005554892037444751	0.000005554892037444751	+1	ARID1A,PBRM1,CTCF,NPM1,SOX9,ATRX,HIST1H1C,SETD2,HIST1H2BD,H3F3C
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.000005554892037444751	0.000005554892037444751	+1	PTEN,CDKN2A,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1,RPL5
GO:0001655	urogenital system development	0.000005831696286079401	0.000005831696286079401	+1	NF1,GATA3,CTNNB1,AR,SOX9,WT1,LRRK2,PDGFRA,FGFR2,SOX17
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	0.000005831696286079401	0.000005831696286079401	+1	APC,CDKN2A,CEBPA,CDKN1B,CDKN1A
GO:0031571	mitotic G1 DNA damage checkpoint	0.000006018516309020677	0.000006018516309020677	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0044819	mitotic G1/S transition checkpoint	0.000006018516309020677	0.000006018516309020677	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0051054	positive regulation of DNA metabolic process	0.000006106983977617863	0.000006106983977617863	+1	EGFR,AKT1,ATM,WT1,HGF,ATRX,BRCA1,USP9X,ATR,ERCC2
GO:0042770	signal transduction in response to DNA damage	0.0000066325879828033155	0.0000066325879828033155	+1	TP53,ATM,CDKN1B,ATRX,BRCA1,CHEK2,EP300,CDKN1A,ATR
GO:2000027	regulation of animal organ morphogenesis	0.0000066325879828033155	0.0000066325879828033155	+1	GATA3,NOTCH1,FBXW7,CTNNB1,SOX9,WT1,HGF,FGFR2,TGFBR2
GO:0044783	G1 DNA damage checkpoint	0.0000066325879828033155	0.0000066325879828033155	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0030521	androgen receptor signaling pathway	0.000008079722866294361	0.000008079722866294361	+1	ARID1A,RB1,CTNNB1,AR,BRCA1,EP300,NCOR1
GO:0002244	hematopoietic progenitor cell differentiation	0.000008079722866294361	0.000008079722866294361	+1	GATA3,NOTCH1,FLT3,RUNX1,KIT,PDGFRA,CBFB
GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	0.000008079722866294361	0.000008079722866294361	+1	RUNX1,CRIPAK,BRCA1,FOXA1,EP300,CBFB,NCOR1
GO:0051568	histone H3-K4 methylation	0.000008107128599642884	0.000008107128599642884	+1	CTNNB1,KDM6A,TET2,BRCA1,HIST1H1C,SMAD4
GO:2000677	regulation of transcription regulatory region DNA binding	0.000008107128599642884	0.000008107128599642884	+1	GATA3,RB1,CTNNB1,TAF1,SIN3A,NSD1
GO:0042023	DNA endoreduplication	0.000008107128599642884	0.000008107128599642884	+1	FBXW7,STAG2,SMC1A,SMC3
GO:0051983	regulation of chromosome segregation	0.000009194222281175329	0.000009194222281175329	+1	APC,RB1,CTNNB1,CTCF,ATM,ATRX,AXIN2,RAD21
GO:0071496	cellular response to external stimulus	0.000010080159270238853	0.000010080159270238853	+1	TP53,MAP3K1,ARHGAP35,MAP2K4,SOX9,MTOR,TLR4,LRRK2,FOXA2,CDKN1A,TAF1
GO:2000104	negative regulation of DNA-dependent DNA replication	0.0000110850461252042	0.0000110850461252042	+1	FBXW7,STAG2,CHEK2,SMC1A,SMC3
GO:0034644	cellular response to UV	0.00001174836228440958	0.00001174836228440958	+1	TP53,NPM1,STK11,EP300,CDKN1A,TAF1,ATR
GO:0000077	DNA damage checkpoint	0.000011889013901292417	0.000011889013901292417	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A,ATR
GO:0006352	DNA-templated transcription, initiation	0.000011889013901292417	0.000011889013901292417	+1	TP53,PTEN,NOTCH1,CTNNB1,AR,SOX9,CCND1,CDKN1A,TAF1,CBFB,ERCC2
GO:0001763	morphogenesis of a branching structure	0.000012833393109936034	0.000012833393109936034	+1	CTNNB1,SOX9,WT1,HGF,LRRK2,FGFR2,TGFBR2
GO:1901991	negative regulation of mitotic cell cycle phase transition	0.00001466879238943023	0.00001466879238943023	+1	TP53,PTEN,APC,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0006367	transcription initiation from RNA polymerase II promoter	0.00001466879238943023	0.00001466879238943023	+1	TP53,PTEN,NOTCH1,AR,SOX9,CCND1,CDKN1A,TAF1,CBFB,ERCC2
GO:2001252	positive regulation of chromosome organization	0.000015749203177114552	0.000015749203177114552	+1	RB1,CTNNB1,ATM,ATRX,BRCA1,SMAD4,ATR,SIN3A,RAD21
GO:0006338	chromatin remodeling	0.000015749203177114552	0.000015749203177114552	+1	ARID1A,PBRM1,CDKN2A,RB1,NPM1,KDM6A,SOX9,ATRX,FOXA1
GO:0071156	regulation of cell cycle arrest	0.00001595345268472964	0.00001595345268472964	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A
GO:0097193	intrinsic apoptotic signaling pathway	0.000016428536475300943	0.000016428536475300943	+1	TP53,FBXW7,NFE2L2,STK11,AKT1,ATM,BRCA1,LRRK2,CHEK2,EP300,CDKN1A
GO:0072422	signal transduction involved in DNA damage checkpoint	0.00001658531314539824	0.00001658531314539824	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CDKN1A
GO:0072401	signal transduction involved in DNA integrity checkpoint	0.00001658531314539824	0.00001658531314539824	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CDKN1A
GO:0090329	regulation of DNA-dependent DNA replication	0.000017307051274293048	0.000017307051274293048	+1	FBXW7,STAG2,ATRX,CHEK2,SMC1A,SMC3
GO:0072395	signal transduction involved in cell cycle checkpoint	0.000018108125009159566	0.000018108125009159566	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CDKN1A
GO:0031497	chromatin assembly	0.000018416794372522058	0.000018416794372522058	+1	TP53,CDKN2A,CTCF,NPM1,SOX9,ATRX,HIST1H1C,HIST1H2BD,H3F3C
GO:0070602	regulation of centromeric sister chromatid cohesion	0.00001910380955813492	0.00001910380955813492	+1	CTNNB1,CTCF,AXIN2
GO:0051091	positive regulation of DNA-binding transcription factor activity	0.00001910380955813492	0.00001910380955813492	+1	PTEN,CTNNB1,NPM1,AKT1,AR,TLR4,ARID5B,FOXA1,KIT,EP300,TAF1
GO:0061180	mammary gland epithelium development	0.000019320495000951203	0.000019320495000951203	+1	GATA3,AKT1,ERBB4,FGFR2,BRCA2
GO:0043550	regulation of lipid kinase activity	0.000019320495000951203	0.000019320495000951203	+1	PIK3R1,RB1,FLT3,KIT,PDGFRA,FGFR3
GO:2000045	regulation of G1/S transition of mitotic cell cycle	0.000020415505317919453	0.000020415505317919453	+1	TP53,PTEN,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0071901	negative regulation of protein serine/threonine kinase activity	0.00002050673320347277	0.00002050673320347277	+1	APC,NF1,CDKN2A,CEBPA,AKT1,CDKN1B,PPP2R1A,MAPK8IP1
GO:0031570	DNA integrity checkpoint	0.000022705515246885173	0.000022705515246885173	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A,ATR
GO:0022612	gland morphogenesis	0.000023028789209828627	0.000023028789209828627	+1	FBXW7,SOX9,HGF,ELF3,FGFR2
GO:0072001	renal system development	0.000023783096787639043	0.000023783096787639043	+1	NF1,GATA3,CTNNB1,SOX9,WT1,LRRK2,PDGFRA,FGFR2,SOX17
GO:0030520	intracellular estrogen receptor signaling pathway	0.00002414565994506563	0.00002414565994506563	+1	ARID1A,RUNX1,CRIPAK,BRCA1,FOXA1,CBFB
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.000024836329794285184	0.000024836329794285184	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0071158	positive regulation of cell cycle arrest	0.000024836329794285184	0.000024836329794285184	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CDKN1A
GO:0110110	positive regulation of animal organ morphogenesis	0.00002692818565891312	0.00002692818565891312	+1	GATA3,NOTCH1,SOX9,WT1,FGFR2,TGFBR2
GO:0043276	anoikis	0.000027053586959978173	0.000027053586959978173	+1	PIK3CA,NOTCH1,STK11,AKT1,MTOR
GO:0009880	embryonic pattern specification	0.000027053586959978173	0.000027053586959978173	+1	TBX3,WT1,ERBB4,FGFR2,SMAD2
GO:0071478	cellular response to radiation	0.00003048003609896525	0.00003048003609896525	+1	TP53,GATA3,NPM1,STK11,ATM,EP300,CDKN1A,TAF1,ATR
GO:0022409	positive regulation of cell-cell adhesion	0.000031843979335470656	0.000031843979335470656	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,FOXA1,FOXA2,TGFBR2,CBFB,PTPN11
GO:0044839	cell cycle G2/M phase transition	0.00003627713807145098	0.00003627713807145098	+1	TP53,CDKN2A,NPM1,AJUBA,ATM,BRCA1,CHEK2,CCND1,CDKN1A,PPP2R1A
GO:0061041	regulation of wound healing	0.00003786967343041758	0.00003786967343041758	+1	PTEN,EPPK1,CDKN1B,MTOR,TLR4,PDGFRA,FOXA2,CDKN1A
GO:0007093	mitotic cell cycle checkpoint	0.00003905839277669615	0.00003905839277669615	+1	TP53,APC,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.00003943187012052443	0.00003943187012052443	+1	NOTCH1,STK11,EP300,SMAD4,ACVR1B,ACVR2A,SMAD2
GO:2000736	regulation of stem cell differentiation	0.00004077620445995737	0.00004077620445995737	+1	GATA3,NOTCH1,RUNX1,SOX9,PDGFRA,CBFB
GO:0070507	regulation of microtubule cytoskeleton organization	0.00004084530018132182	0.00004084530018132182	+1	APC,NAV3,CTNNB1,NPM1,EPHA3,STAG2,BRCA1,SMC1A,SMC3
GO:0060828	regulation of canonical Wnt signaling pathway	0.000042574287784489506	0.000042574287784489506	+1	APC,EGFR,CTNNB1,STK11,SOX9,LRRK2,FGFR2,SOX17,TBL1XR1,AXIN2
GO:0048511	rhythmic process	0.000042700040117495956	0.000042700040117495956	+1	TP53,PTEN,PDGFRA,EP300,USP9X,SIN3A,EGR3,NCOR1,EZH2
GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0.00004315291845808512	0.00004315291845808512	+1	RUNX1,CRIPAK,BRCA1,FOXA1,CBFB
GO:0071680	response to indole-3-methanol	0.000043388861589560336	0.000043388861589560336	+1	CTNNB1,CDH1,BRCA1
GO:0071681	cellular response to indole-3-methanol	0.000043388861589560336	0.000043388861589560336	+1	CTNNB1,CDH1,BRCA1
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.00004434378618461596	0.00004434378618461596	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
