GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.71996749997552e-28	8.71996749997552e-28	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,AXIN2,RAD21,ERCC2,EZH2
GO:0097659	nucleic acid-templated transcription	8.71996749997552e-28	8.71996749997552e-28	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0032774	RNA biosynthetic process	1.0197377122402628e-27	1.0197377122402628e-27	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0010556	regulation of macromolecule biosynthetic process	1.071802506274188e-27	1.071802506274188e-27	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,STAG2,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,SMC1A,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMC3,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2
GO:0031326	regulation of cellular biosynthetic process	1.1256261873565582e-27	1.1256261873565582e-27	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,IDH1,TBX3,CEBPA,AKT1,STAG2,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,SMC1A,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMC3,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2
GO:0006355	regulation of transcription, DNA-templated	1.990502877770566e-27	1.990502877770566e-27	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0051252	regulation of RNA metabolic process	2.710057758954242e-27	2.710057758954242e-27	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,AXIN2,RAD21,ERCC2,EZH2
GO:0009889	regulation of biosynthetic process	3.7705222557006706e-27	3.7705222557006706e-27	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,IDH1,TBX3,CEBPA,AKT1,STAG2,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,SMC1A,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMC3,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2
GO:0006351	transcription, DNA-templated	4.076701129208682e-27	4.076701129208682e-27	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0009893	positive regulation of metabolic process	7.532171112640536e-27	7.532171112640536e-27	+1	TP53,PTEN,APC,VHL,KRAS,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,MAP3K1,FLT3,KEAP1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,MAP2K4,STK11,CEBPA,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,SF3B1,TAF1,ATR,SIN3A,VEZF1,CDK12,PTPN11,MAPK8IP1,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,RPL5,SMAD2,AXIN2,ERCC2,EZH2
GO:0031324	negative regulation of cellular metabolic process	7.583544801846603e-27	7.583544801846603e-27	+1	TP53,PIK3CA,PTEN,APC,VHL,NF1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,ARHGAP35,CTCF,NPM1,RUNX1,TBX3,CRIPAK,CEBPA,AKT1,STAG2,AR,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,MTOR,TLR4,ARID5B,ATRX,ELF3,BRCA1,LRRK2,POLQ,CHEK2,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,EIF4A2,PHF6,SMC1A,MAPK8IP1,NSD1,TBL1XR1,MECOM,SMC3,NCOR1,RPL5,SMAD2,AXIN2,CDKN2C,EZH2
GO:0048522	positive regulation of cellular process	1.1603990226511496e-26	1.1603990226511496e-26	+1	TP53,PIK3CA,PTEN,APC,VHL,KRAS,ARID1A,NAV3,EGFR,NF1,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,MAP3K1,FLT3,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,BAP1,NPM1,RUNX1,NRAS,TBX3,MAP2K4,STK11,CEBPA,EPHA3,AKT1,BRAF,AR,AJUBA,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,TAF1,CBFB,ATR,SIN3A,VEZF1,CDK12,PTPN11,ACVR1B,MAPK8IP1,H3F3C,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,LIFR,RPL5,SMAD2,AXIN2,MIR142,RAD21,ERCC2,EZH2
GO:0010468	regulation of gene expression	2.5123236679996682e-26	2.5123236679996682e-26	+1	TP53,PTEN,VHL,KRAS,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,BRAF,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,RPL5,SMAD2,AXIN2,RAD21,ERCC2,EZH2
GO:0048523	negative regulation of cellular process	2.86398306603962e-26	2.86398306603962e-26	+1	TP53,PIK3CA,PTEN,APC,VHL,PBRM1,NAV3,EGFR,NF1,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,CDH1,ARHGAP35,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,STK11,CRIPAK,CEBPA,EPHA3,AKT1,STAG2,BRAF,AR,AJUBA,EPPK1,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,ATRX,ELF3,BRCA1,LRRK2,POLQ,FOXA1,CHEK2,HIST1H1C,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,ASXL1,TGFBR2,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,EIF4A2,PHF6,SMC1A,ACVR1B,MAPK8IP1,NSD1,TBL1XR1,EGR3,MECOM,SMC3,NCOR1,RPL5,SMAD2,AXIN2,CDKN2C,EZH2
GO:0006366	transcription by RNA polymerase II	3.162638807382091e-26	3.162638807382091e-26	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,ARHGAP35,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AR,TSHZ2,SOX9,ATM,WT1,HGF,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,CBFB,SIN3A,VEZF1,CDK12,PHF6,NSD1,TBL1XR1,EGR3,ACVR2A,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0031325	positive regulation of cellular metabolic process	3.162638807382091e-26	3.162638807382091e-26	+1	TP53,PTEN,VHL,KRAS,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,MAP3K1,FLT3,KEAP1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,MAP2K4,STK11,CEBPA,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,TAF1,ATR,SIN3A,VEZF1,CDK12,PTPN11,MAPK8IP1,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,RPL5,SMAD2,AXIN2,ERCC2,EZH2
GO:0048518	positive regulation of biological process	4.3538305878677013e-26	4.3538305878677013e-26	+1	TP53,PIK3CA,PTEN,APC,VHL,KRAS,ARID1A,NAV3,EGFR,NF1,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,MAP3K1,FLT3,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,BAP1,NPM1,RUNX1,NRAS,TBX3,MAP2K4,STK11,CEBPA,EPHA3,AKT1,BRAF,AR,AJUBA,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,SF3B1,TAF1,CBFB,ATR,SIN3A,VEZF1,CDK12,PTPN11,ACVR1B,MAPK8IP1,H3F3C,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,LIFR,SMC3,NCOR1,RPL5,SMAD2,AXIN2,MIR142,RAD21,ERCC2,EZH2
